student_id,exam,question,rubric_item,ai_score,teacher_score,rationale
student_001,AP-History,leq1,Student 2 - Row A: Thesis/Claim,1,,The student provides a minimally acceptable thesis that establishes a line of reasoning with two categories: 'Native American societies adapted to the presence of European colonists in North America from 1500 to 1754 by fighting with them over territory and assimilating to European culture.'
student_001,AP-History,leq1,Student 2 - Row B: Contextualization,1,,"The student mentions Columbus's arrival significantly changing the dynamic between the old and new world, and briefly notes European motivations for coming to America; while minimal, this provides enough context beyond a mere phrase to earn the point."
student_001,AP-History,leq1,Student 2 - Row C: Evidence,2,,"The student uses King Philip's War and the French and Indian War as specific evidence to support the argument about fighting over territory, and the Cherokee assimilation and Spanish schools/missions as evidence for cultural assimilation, connecting both to the overall argument."
student_001,AP-History,leq1,Student 2 - Row D: Analysis and Reasoning / Complex Understanding,1,,"The student uses historical reasoning by comparing voluntary versus forced assimilation and explaining causation (European land encroachment causing conflict), but the argument is uneven and lacks the sophistication or multiple elaborated perspectives needed for the complexity point."
student_001,AP-History,leq1,Student 3 - Row A: Thesis/Claim,1,,"The student provides a minimally acceptable thesis establishing a line of reasoning: 'The Native American greatly adapted to the presence of the Europeans by trading with them and conquering new land westward,' which identifies two categories of adaptation."
student_001,AP-History,leq1,Student 3 - Row B: Contextualization,1,,"The student describes pre-contact Native American settlements with deep-rooted culture across North America and inter-tribal relations, providing minimally acceptable context beyond a mere phrase about the period before European contact."
student_001,AP-History,leq1,Student 3 - Row C: Evidence,1,,"The student identifies specific examples (Seven Years War/French and Indian War, Pontiac's Rebellion, smallpox, horses/guns from Columbian Exchange) but does not consistently connect these pieces of evidence to support a clear argument about Native American adaptation, earning only 1 point."
student_001,AP-History,leq1,Student 3 - Row D: Analysis and Reasoning / Complex Understanding,1,,"The student demonstrates some historical reasoning through causation (disease and military defeat causing westward migration, trade leading to alliances) to structure an argument, but the reasoning is uneven and underdeveloped, not rising to the level of complex understanding."
student_002,AP-History,leq1,Row A: Thesis/Claim,1,,"The response provides a historically defensible thesis in the final sentence of the first paragraph that establishes a line of reasoning with analytic categories: 'Native American societies adapted to the presence of European colonists by being forced to convert or abandon ancestral lands, uprising militarily wherever possible, and allowing for trade and cultural exchange as they were pushed westward.'"
student_002,AP-History,leq1,Row B: Contextualization,1,,"The response earns contextualization by describing Native American life before European contact, European motivations for exploration, and social changes in Europe that encouraged overseas colonialism, providing elaborated context beyond a passing reference."
student_002,AP-History,leq1,Row C: Evidence,2,,"The response uses multiple specific pieces of evidence (Spanish caste system, encomienda, Columbian Exchange, smallpox, Metacom's War, William Penn's agreements with Native Americans, fur trade with French/Dutch) to support the argument about varied Native American adaptations to European colonists."
student_002,AP-History,leq1,Row D: Analysis and Reasoning / Complex Understanding,2,,"The response earns both points by using causation to explain how Spanish policies forced Native adaptation, and demonstrates complex understanding by comparing Native American responses across multiple geographical areas and European colonial powers (Spanish, British, French, and Dutch)."
student_001,AP-History,leq2,Row A Thesis/Claim - Student 1,1,,"The final sentence of the introduction establishes a historically defensible thesis with a line of reasoning identifying three categories: women's rights movements, labor unions, and immigration reformers like Jane Addams responding to poor conditions caused by industrialization."
student_001,AP-History,leq2,Row B Contextualization - Student 1,1,,"The response describes the post-Revolutionary debate between Federalists and Democratic-Republicans over manufacturing versus agrarian society, and then elaborates on the market revolution with specific inventions, providing sufficient context relevant to industrialization."
student_001,AP-History,leq2,Row C Evidence - Student 1,2,,"The response uses multiple specific pieces of evidence (Lowell mills/Lowell girls, Seneca Falls Convention/Elizabeth Cady Stanton, Knights of Labor, Jane Addams/Hull House) and connects them to arguments about how reform movements responded to industrialization, earning the full 2 points."
student_001,AP-History,leq2,Row D Analysis and Reasoning - Student 1,1,,"The response uses causation reasoning throughout to connect industrialization to various reform movements, but does not demonstrate the complexity needed for the second point, such as explaining multiple perspectives, nuanced connections across periods, or sophisticated argumentation."
student_001,AP-History,leq2,Row A Thesis/Claim - Student 2,1,,The opening sentence 'Reform movements had a radical responses to Industrialization because of unjust labor and big business' provides a historically defensible claim with a minimal line of reasoning identifying two categories of causes.
student_001,AP-History,leq2,Row B Contextualization - Student 2,0,,The response does not provide broader historical context relevant to the prompt; it only describes events within the time period itself without connecting to broader developments before or after the era.
student_001,AP-History,leq2,Row C Evidence - Student 2,1,,"The response identifies specific evidence (Lowell girls, Carnegie, Rockefeller, horizontal and vertical integration) but does not sufficiently connect this evidence to support an argument about how reform movements responded to industrialization, earning only 1 point."
student_001,AP-History,leq2,Row D Analysis and Reasoning - Student 2,0,,"The response does not use historical reasoning to frame or structure an argument; it primarily describes industrialization's effects without using comparison, causation, or continuity/change over time to address how reform movements responded."
student_001,AP-History,leq2,Row A Thesis/Claim - Student 3,0,,"The response does not provide a historically defensible thesis with a line of reasoning; it only restates the prompt by saying reform movements responded by 'protesting against the labor union' and 'telling congress about horrible living conditions,' which is vague and historically inaccurate in framing."
student_001,AP-History,leq2,Row B Contextualization - Student 3,0,,The mention of people moving from rural to urban areas for job opportunities is too brief and overgeneralized to qualify as sufficient contextualization.
student_001,AP-History,leq2,Row C Evidence - Student 3,0,,"The response does not provide any specific named evidence relevant to reform movements or industrialization; it only offers vague generalizations about protests and congressional testimony without identifying any specific events, people, or organizations."
student_001,AP-History,leq2,Row D Analysis and Reasoning - Student 3,0,,"The response does not use historical reasoning to frame or structure an argument; it only makes vague assertions about protesting and telling Congress without connecting evidence to an argument using comparison, causation, or continuity/change over time."
student_002,AP-History,leq2,Row A: Thesis/Claim,1,,"The final sentence of the first paragraph provides a historically defensible thesis with a line of reasoning, arguing that industrialization's poor working and living conditions led women's rights movements, labor unions, and immigration reformers like Jane Addams to fight for improvement."
student_002,AP-History,leq2,Row B: Contextualization,1,,"The introductory paragraph provides relevant broader historical context by discussing post-Revolutionary debates over manufacturing versus agrarian society, the implementation of protective tariffs, and the market revolution's inventions that preceded and shaped industrialization."
student_002,AP-History,leq2,Row C: Evidence,2,,"The response uses multiple specific pieces of evidence (Lowell mills, Seneca Falls Convention, Knights of Labor, Jane Addams, Hull House) and connects them to arguments about how industrialization's poor conditions drove reform movements, earning both evidence points."
student_002,AP-History,leq2,Row D: Analysis and Reasoning,2,,"The response earns the historical reasoning point through causation (showing how industrialization caused poor conditions that led to reform movements) and earns the complexity point by exploring multiple themes including women's rights, prison reform, labor unions, and immigrant advocacy with geographic considerations."
student_001,AP-History,leq3,Row A Thesis/Claim - Student 1,1,,"The student establishes a line of reasoning by arguing US foreign policy shifted from interventionism to isolationism over the period, providing analytic categories."
student_001,AP-History,leq3,Row B Contextualization - Student 1,1,,"The student describes the post-Civil War context, noting how abolition and reunification improved the US's global reputation as a democratic power, providing relevant broader context with sufficient elaboration."
student_001,AP-History,leq3,Row C Evidence - Student 1,2,,"The student uses multiple specific pieces of evidence (Spanish-American War, Roosevelt Corollary, Platt/Teller Amendments, WWI, League of Nations rejection, Red Scare) to support arguments about both interventionism and isolationism."
student_001,AP-History,leq3,Row D Analysis and Reasoning - Student 1,2,,"The student demonstrates complex understanding by explaining multiple causes and effects and a continuity/change framework (interventionism shifting to isolationism), with multiple themes including democracy promotion, imperialism, and domestic fear of communism."
student_001,AP-History,leq3,Row A Thesis/Claim - Student 2,1,,"The student provides a defensible thesis arguing the US responded to international changes by embracing imperialism and the Big Stick policy, establishing a line of reasoning."
student_001,AP-History,leq3,Row B Contextualization - Student 2,1,,"The student describes the antebellum and Reconstruction periods as context for US isolationism, providing minimally acceptable broader historical context relevant to the prompt."
student_001,AP-History,leq3,Row C Evidence - Student 2,2,,"The student uses the Big Stick policy and the League of Nations debate as specific evidence tied to arguments about US foreign policy shifts, earning 2 points."
student_001,AP-History,leq3,Row D Analysis and Reasoning - Student 2,1,,"The student uses causation to argue that European imperialism prompted US foreign policy changes, but the reasoning is uneven and lacks the sophistication or multiple themes needed for the second point."
student_001,AP-History,leq3,Row A Thesis/Claim - Student 3,0,,The student's claim that US foreign policy responded 'by getting involved in World War I' is too narrow and does not establish a line of reasoning or analytic categories beyond a single event.
student_001,AP-History,leq3,Row B Contextualization - Student 3,1,,"The student references George Washington's Farewell Address and its warning about foreign entanglements, which is minimally acceptable contextualization relevant to the prompt."
student_001,AP-History,leq3,Row C Evidence - Student 3,1,,"The student identifies WWI involvement and the League of Nations as relevant examples, but the historically inaccurate claim about joining NATO and the lack of connection to a clear argument prevent earning the second point."
student_001,AP-History,leq3,Row D Analysis and Reasoning - Student 3,0,,"The student provides mostly descriptive statements with no clear historical reasoning (causation, comparison, or continuity/change) to frame or structure an argument."
student_002,AP-History,leq3,Row A: Thesis/Claim,1,,The final sentence of the introduction provides a historically defensible thesis establishing a line of reasoning about the shift from interventionism to isolationism in US foreign policy from 1890 to 1930.
student_002,AP-History,leq3,Row B: Contextualization,1,,"The opening paragraph describes the broader historical context of the abolishment of slavery and subsequent trade and economic policies that connected the US to the world, providing sufficient elaboration beyond a passing reference."
student_002,AP-History,leq3,Row C: Evidence,2,,"The response uses multiple specific pieces of evidence (Spanish-American War, Roosevelt Corollary, Panama Canal, WWI, Treaty of Versailles, Red Scare) and connects them to support the argument about the US shifting from interventionism to isolationism."
student_002,AP-History,leq3,Row D: Analysis and Reasoning / Complex Understanding,2,,"The response earns both points by using causation to structure an argument about how WWI disillusionment led to isolationism, and by demonstrating complex understanding through explaining multiple perspectives (interventionism and isolationism) and their causes across the period."
student_001,AP-History,saq1,Student 1 - Part A,1,,"The student clearly describes the difference: Wilentz argues early US politics benefitted everyone and was more egalitarian, while Bouton argues it was an enduring victory for the elite, with supporting quotes from both sources."
student_001,AP-History,saq1,Student 1 - Part B,1,,The student correctly identifies the Bill of Rights and explains how it supported Wilentz's argument about growing democratic equality and rights for individuals.
student_001,AP-History,saq1,Student 1 - Part C,1,,The student identifies the Whiskey Rebellion and explains how Washington's forceful suppression of ordinary farmers' resistance supports Bouton's argument that ordinary folk could not effectively mobilize and elites maintained power.
student_001,AP-History,saq1,Student 2 - Part A,1,,"The student clearly contrasts the two interpretations: Wilentz argues common people gained political power while Bouton argues the system was only a victory for elites, earning the point despite extra commentary."
student_001,AP-History,saq1,Student 2 - Part B,0,,"The student references the Era of Good Feelings and men's suffrage, but the Era of Good Feelings is generally dated after 1815 and the explanation conflates nationalism with expanded suffrage without accurately explaining a specific development that supports Wilentz's argument; the claim about men voting 'for the first time' is inaccurate and the connection is insufficiently established."
student_001,AP-History,saq1,Student 2 - Part C,0,,"The Age of Jackson falls outside the 1789–1820 time period specified in the question, so this response does not meet the temporal requirement of the rubric."
student_001,AP-History,saq1,Student 3 - Part A,1,,"The student accurately describes the key difference: Wilentz interpreted the new government as leading to equal rights for most people, while Bouton interpreted it as benefiting elite men, with supporting evidence from both sources."
student_001,AP-History,saq1,Student 3 - Part B,0,,The student describes the Federalist-Jeffersonian divide over foreign policy but does not clearly explain how this supports Wilentz's argument about the expansion of democracy or egalitarianism; the response focuses on foreign policy disagreements rather than democratic development.
student_001,AP-History,saq1,Student 3 - Part C,0,,Bacon's Rebellion (1676) falls well outside the specified 1789–1820 time period and therefore cannot earn the point regardless of its content.
student_002,AP-History,saq1,A,1,,"The student correctly describes that Wilentz believed early U.S. politics benefited everyone and was more egalitarian, while Bouton argued it was an enduring victory for the elite."
student_002,AP-History,saq1,B,1,,"The student correctly explains that the Bill of Rights, which explicitly protected individual rights, supports Wilentz's argument that early U.S. politics was becoming more equal and egalitarian."
student_002,AP-History,saq1,C,1,,"The student correctly explains that the Whiskey Rebellion supports Bouton's argument by demonstrating how poor farmers were unable to effectively mobilize against elite power, as Washington himself put down the rebellion."
student_001,AP-History,saq2,Student 1 - Part A,1,,"The student describes the purpose of promoting unity and keeping a peaceful union, and while the explanation meanders into Whig vs. Democrat banking debates, it conveys the idea that Webster promoted federal power for the common benefit of the whole country."
student_001,AP-History,saq2,Student 1 - Part B,1,,"The student describes the Missouri Compromise and related sectional debates over slavery, explaining how attempts to compromise over the expansion of slavery contributed to the political tensions and ideas of national unity debated in the speech."
student_001,AP-History,saq2,Student 1 - Part C,1,,"The student identifies the Dred Scott case and explains how it connects to Webster's discussion of sectional tensions and different political values between North and South, which aligns with the rubric's acceptable response about Dred Scott debates being similar to Webster's discussion of sectional tensions."
student_001,AP-History,saq2,Student 2 - Part A,1,,"The student clearly describes the purpose as promoting unity among states over individual state rights, noting the developing regional differences that political leaders were trying to suppress, which aligns with the rubric's acceptable response about promoting patriotic unity during growing sectionalism."
student_001,AP-History,saq2,Student 2 - Part B,1,,"The student explains the Tariff of Abominations and Nullification Crisis, describing how it led to South Carolina asserting the right to nullify federal laws, which directly illustrates the debate over federal versus state power referenced in the speech."
student_001,AP-History,saq2,Student 2 - Part C,0,,"The student describes the Missouri Compromise of 1820, which falls outside the required 1848–1865 timeframe, so the response does not address a political debate within the specified period."
student_001,AP-History,saq2,Student 3 - Part A,1,,"The student describes the purpose as promoting unity and holding all states to the same standards, explaining that the union is essential to the success of the US, which satisfies the rubric's requirement to describe a purpose of promoting patriotic unity."
student_001,AP-History,saq2,Student 3 - Part B,0,,"The student provides only vague generalizations about states not following federal laws without identifying any specific historical development from 1820 to 1848, which does not meet the rubric's requirement for historically defensible content knowledge."
student_001,AP-History,saq2,Student 3 - Part C,0,,"The student references McCulloch v. Maryland (misidentified as 'the supreme court case in maryland'), which was decided in 1819, outside the required 1848–1865 timeframe, and the response lacks sufficient historical accuracy or specificity to earn the point."
student_002,AP-History,saq2,A,1,,"The response describes how Webster and Whig leaders promoted national unity and government's role in benefiting the country as a whole, which satisfies the requirement to describe a purpose of promoting such political ideas."
student_002,AP-History,saq2,B,1,,"The response explains how the Missouri Compromise addressed sectional tensions over slavery and the balance of free and slave states, connecting this development to the political debates about national unity evident in Webster's speech."
student_002,AP-History,saq2,C,1,,"The response explains how the Dred Scott case reflected similar sectional tensions over differing political values between North and South as those debated in Webster's speech, earning the point for explaining a similar political debate between 1848 and 1865."
student_001,AP-History,saq3,Student 1 - Part A,1,,"The student describes the Mayflower Compact as an early form of self-government in the colonies, which aligns with the acceptable response of 'British American colonies established self-governing institutions,' providing relevant characteristics beyond just mentioning an isolated term."
student_001,AP-History,saq3,Student 1 - Part B,1,,"The student accurately describes that the Seven Years' War left Great Britain in debt, leading them to impose taxes on the colonies such as the Stamp Act, which matches the acceptable response about Britain taxing colonies to pay for the war."
student_001,AP-History,saq3,Student 1 - Part C,1,,"The student explains how the Sons of Liberty responded to British policies by engaging in acts of rebellion like the Boston Tea Party, which aligns with the acceptable response about Patriots rejecting British taxation policies and engaging in public protests."
student_001,AP-History,saq3,Student 2 - Part A,0,,The student describes a general feeling of independence developing in the colonies but does not describe a specific political development with enough relevant characteristics; it remains too vague and does not go beyond mentioning an isolated concept.
student_001,AP-History,saq3,Student 2 - Part B,1,,"The student describes that heavier taxes were imposed on colonists after the Seven Years' War to pay off the war debt, and that this caused growing resentment, which aligns with the acceptable response about Britain taxing colonies to pay for the war."
student_001,AP-History,saq3,Student 2 - Part C,1,,"The student explains how Patriots responded to debates about colonists' rights by embracing 'no taxation without representation' and increasingly advocating for independence, which aligns with acceptable responses about Patriots rejecting British policies."
student_001,AP-History,saq3,Student 3 - Part A,0,,"The Boston Tea Party occurred in 1773, which falls outside the specified time period of 1607 to 1753, making the response historically inaccurate for the required time frame."
student_001,AP-History,saq3,Student 3 - Part B,0,,"The student describes the Declaration of Independence, which was signed in 1776, outside the required time period of 1754 to 1765, and does not accurately describe an effect of the Seven Years' War within the specified period."
student_001,AP-History,saq3,Student 3 - Part C,1,,"The student explains how Loyalists responded to debates about colonists' rights by remaining loyal to Britain and opposing Patriot actions, which aligns with the acceptable response about Loyalists defending the British Crown against Patriots."
student_002,AP-History,saq3,Sample 3A - Part A,1,,The response accurately describes the political development of self-government by citing the Mayflower Compact and explaining its purpose as providing 'a set of rules and policies for their colony.'
student_002,AP-History,saq3,Sample 3A - Part B,1,,"The response accurately describes how the Seven Years' War led to British debt and subsequent taxation of the colonies through acts like the Stamp Act and Tea Act, which is a valid effect within the time frame."
student_002,AP-History,saq3,Sample 3A - Part C,1,,"The response accurately explains how the Sons and Daughters of Liberty responded to debates over colonists' rights by protesting British legislation, including the Boston Tea Party as a specific example."
student_002,AP-History,saq3,Sample 3B - Part A,0,,"The response is too vague, mentioning only a general 'feeling of independence' without describing a specific political development in British North America from 1607 to 1753."
student_002,AP-History,saq3,Sample 3B - Part B,1,,The response accurately describes how the Seven Years' War resulted in heavier taxes on colonists to pay war debts and the effect of growing resentment and anger within the colonies.
student_002,AP-History,saq3,Sample 3B - Part C,1,,The response accurately explains how Patriots responded to debates about colonists' rights by promoting 'no taxation without representation' and the idea of colonial independence.
student_002,AP-History,saq3,Sample 3C - Part A,0,,"The Boston Tea Party and the Stamp Act and Tea Act cited are outside the time frame of 1607 to 1753, so no valid political development is described."
student_002,AP-History,saq3,Sample 3C - Part B,0,,The Declaration of Independence as an effect of the Seven Years' War is outside the 1754–1765 time frame of the prompt and is historically inaccurate as a direct effect.
student_002,AP-History,saq3,Sample 3C - Part C,1,,The response accurately explains how Loyalists responded to debates about colonists' rights by remaining loyal to Great Britain and opposing Patriot actions during the American Revolution.
student_001,AP-History,saq4,Student 1 - Part A,1,,"The student describes the Freedmen's Bureau as a political development during Reconstruction, providing relevant characteristics including its purpose of assisting formerly enslaved people and its support by the federal government."
student_001,AP-History,saq4,Student 1 - Part B,1,,"The student describes the creation of voting restrictions such as poll taxes and literacy tests (Jim Crow laws) as an effect of the end of Reconstruction, explaining that Southerners used these laws to prevent freedmen from exercising their rights."
student_001,AP-History,saq4,Student 1 - Part C,1,,"The student explains how New Deal supporters responded to debates about the federal government by arguing for expanded federal involvement in the economy and people's lives, citing specific programs like the CCC and Social Security."
student_001,AP-History,saq4,Student 2 - Part A,0,,"The student describes sharecropping, which is an economic rather than political development, and thus does not meet the rubric requirement for a political development during Reconstruction."
student_001,AP-History,saq4,Student 2 - Part B,1,,"The student describes the enactment of Jim Crow laws and the Plessy v. Ferguson decision allowing segregation as effects of the end of Reconstruction, which aligns with acceptable rubric responses about segregation laws in the South."
student_001,AP-History,saq4,Student 2 - Part C,0,,"The student references Rosa Parks and Martin Luther King Jr., whose activism occurred primarily in the 1950s-1960s, outside the 1900-1945 timeframe required, and while the NAACP is mentioned, there is no substantive explanation of how they responded to debates about the federal government."
student_001,AP-History,saq4,Student 3 - Part A,0,,"The student's claim that former slaves leaving the South caused a drop in congressional representation is historically inaccurate (the opposite occurred as freed people counted fully rather than as three-fifths), making this response not historically defensible."
student_001,AP-History,saq4,Student 3 - Part B,1,,"The student describes the South reverting to discriminatory practices such as literacy tests and segregation without military enforcement, which aligns with acceptable rubric responses about segregation laws following the end of Reconstruction."
student_001,AP-History,saq4,Student 3 - Part C,0,,"The student references the Freedom Riders, Montgomery Bus Boycott, and March on Washington, which all occurred after 1945 and outside the required 1900-1945 timeframe, so the response does not meet the rubric requirement."
student_002,AP-History,saq4,A,1,,"The response correctly describes the Freedman's Bureau as a political development during Reconstruction, explaining its purpose and federal government support, which goes beyond merely mentioning an isolated term."
student_002,AP-History,saq4,B,1,,"The response correctly describes the creation of voting restrictions such as poll taxes and literacy tests as part of Jim Crow laws, explaining them as an effect of the end of Reconstruction."
student_002,AP-History,saq4,C,1,,"The response correctly explains how New Deal supporters responded to debates about the federal government by advocating for expanded federal intervention in the economy and direct assistance to citizens during the Great Depression, citing specific programs like the CCC and Social Security."
